Estoque;Centro;Área MRP;Material;Descrição;Saldo;Saldo Disp.;Estoque p/Armazenar;UM;Preço Unit.;Valor Estoque;Est.Seg.(qtd);Pto Reab.;Tipo Material;Tipo MRP;Planejador MRP;Cobertura Estoque s/ entradas;Cobertura Estoque c/ entradas;Fornecedor;Descr. Forn.;Lead Time Total;Prazo Entrega Prevista (Dias);Tempo de Processamento EM;Código ABC;Tamanho do lote MRP;Tamanho mínimo lote;Tamanho máximo lote;Tamanho fixo do lote;Lote Multiplo;Estoque máximo;Perfil de Cobertura;Descrição do Perfil;Estoque Seg(MARC);Calendário de Planejamento;Descrição do Calendário;Centro Abastecedor;Grau atend. (%);Qtd em Pedido de Compras;Nec.JAN/2020;Nec.FEV/2020;Nec.MAR/2020;Nec.ABR/2020;Nec.MAI/2020;Nec.JUN/2020;Mat.Verif.;Requisição;Item Requisição;Ord.Planej.;Data Remessa;Dt.Reprog.;Qtd RC / Ord.Plan;Qtd.Confirmada;Data Confirmada;Valor da Requisição;Ordens Planejadas;Contrato;Item do Contrato;Preço em Contrato;Faturamento Minimo Fornecedor;Centro com Excesso de Estoque;Cons.FEV/2019;Cons.MAR/2019;Cons.ABR/2019;Cons.MAI/2019;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Cons.DEZ/2019;Cons.JAN/2020;Pedido 1;Próxima Entrega;Dt. Conf. 1;Quantidade;Pedido 2;2a Entrega;Dt. Conf. 2;Quantidade;Pedido 3;3a Entrega;Dt. Conf. 3;Quantidade;Temp.Armaz.;Perfil MRP;Descrição Perfil MRP;Dias sem Saídas;Dias sem Entradas;Excesso Estoque;Quantidade em Excesso;Dias de Excesso de Estoque;Excesso de Estoque (pedido);Quantidade em Excesso (pedido);Dias em Execesso (pedido);Faturamento minimo;Quantidade em Separação;Stat.Mat.;Des.Status;Num.Mat.Fab.;Materiais Substituídos
;D969;;10004867;CLB CA 125 CSG2 CAL1/CAL2 C/2 1ML ROCHE;0,000;0,000;0,000;KIT;64,10;0,00;0,000;0,000;ZROH;ZM;005;0,0;999,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;7030207190;
;DA04;;10004867;CLB CA 125 CSG2 CAL1/CAL2 C/2 1ML ROCHE;0,000;0,000;0,000;KIT;0,00;0,00;0,000;0,000;ZROH;ZM;022;0,0;999,0;;;11;7;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;43;43;@08@;0,000;0;@08@;0,000;0,0;;0,000;02;Bloq.para roteiro/LisTéc.;7030207190;
;DA04;;10004888;RGT TGP/ALT ARCH 3621T ABBOTT;11,000;10,000;0,000;KIT;391,07;4.301,77;2,790;0,000;ZROH;PD;001;31,0;54,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;0,000;10,000;2,000;4,000;4,000;4,000;3,000;@3J@;1017477012;10;;28/01/2020;;2,000;0,000;;782,14;15,000;4600003724;480;391,07;1.500,00;;1,000;4,000;5,000;2,000;5,000;6,000;5,000;4,000;3,000;3,000;4,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;15;18;@08@;0,000;0;@08@;0,000;0,0;@08@;1,000;00;LIBERADO;07D5621;10005763
;D969;;10004888;RGT TGP/ALT ARCH 3621T ABBOTT;0,000;0,000;0,000;KIT;391,10;0,00;0,000;0,000;ZROH;ND;006;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;1,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;74;74;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;07D5621;10005763
;D969;;10004899;CLB HOMOCYSTEINE A-F ARCH 3.6ML ABBOTT;0,000;0,000;0,000;KIT;210,00;0,00;0,000;0,000;ZROH;ND;005;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;1,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;229;229;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;01L7101;
;DA04;;10004899;CLB HOMOCYSTEINE A-F ARCH 3.6ML ABBOTT;0,000;0,000;0,000;KIT;210,00;0,00;0,000;0,000;ZROH;ND;001;0,0;0,0;;;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;TES;FORN. TER - SEMANAL;;97,0;0,000;0,000;1,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;1,000;1,000;1,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;11;29;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;01L7101;
;DA04;;10004917;FILT CONJ Q-GARD MILLIPORE;0,000;0,000;0,000;UN;1.410,74;0,00;0,000;0,000;ZROH;ZM;014;0,0;999,0;;;24;20;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;SEX;FORN. SEX - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;CP2ALLRES;
;DA04;;10004919;CLB ANTI HBS ARCH C/2 4ML ABBOTT;0,000;0,000;0,000;KIT;162,00;0,00;0,000;0,000;ZROH;ND;001;0,0;999,0;;;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;TES;FORN. TER - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;07C1801;
;DA04;;10004921;RGT PLATELIA DENGUE NS1 AG 96T RAD;0,000;0,000;0,000;KIT;0,00;0,00;0,000;0,000;ZROH;ZM;002;0,0;999,0;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QUS;FORN. QUI - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;72830;
;D969;;10004929;ICT DILUENTE AMOST ABBOTT;0,000;0,000;0,000;KIT;85,05;0,00;0,000;0,000;ZROH;ND;005;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;02P3211;
;DA04;;10004929;ICT DILUENTE AMOST ABBOTT;11,000;11,000;0,000;KIT;85,05;935,55;3,020;0,000;ZROH;PD;001;44,0;79,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;1,000;7,000;3,000;3,000;3,000;4,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;9,000;;0;0,00;1.500,00;;0,000;3,000;2,000;1,000;1,000;1,000;4,000;0,000;6,000;0,000;3,000;0,000;4500315596;03/01/2020;;1,000;;;;0,000;;;;0,000;008;;;20;12;@0A@;0,755;5;@0A@;4,000;26,0;@08@;0,000;00;LIBERADO;02P3211;
;DA04;;10004950;INSTANT PROV CORANT HEMAT 500ML NEWPROV;26,000;26,000;0,000;KIT;21,02;546,50;16,280;0,000;ZROH;PD;014;13,7;58,0;0020008493;NEWPROV PRODUTOS PARA LABORATORIO L;16;12;4;C;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;21,000;34,000;17,000;19,000;23,000;18,000;6,000;@3J@;1017481675;10;;22/01/2020;;3,000;0,000;;63,00;49,000;4600001822;1180;21,00;300,00;;24,000;27,000;13,000;16,000;22,000;28,000;17,000;18,000;27,000;19,000;22,000;4,000;4500315807;30/12/2019;;1,000;4500315807;30/12/2019;;5,000;4500317409;15/01/2020;;3,000;008;;;1;20;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;PA205;
;DA04;;10004950;INSTANT PROV CORANT HEMAT 500ML NEWPROV;26,000;26,000;0,000;KIT;21,02;546,50;16,280;0,000;ZROH;PD;014;13,7;58,0;0020008493;NEWPROV PRODUTOS PARA LABORATORIO L;16;12;4;C;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;21,000;34,000;17,000;19,000;23,000;18,000;6,000;@3J@;1017481676;10;;29/01/2020;;1,000;0,000;;21,00;49,000;4600001822;1180;21,00;300,00;;24,000;27,000;13,000;16,000;22,000;28,000;17,000;18,000;27,000;19,000;22,000;4,000;4500315807;30/12/2019;;1,000;4500315807;30/12/2019;;5,000;4500317409;15/01/2020;;3,000;008;;;1;20;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;PA205;
;DA04;;10004950;INSTANT PROV CORANT HEMAT 500ML NEWPROV;26,000;26,000;0,000;KIT;21,02;546,50;16,280;0,000;ZROH;PD;014;13,7;58,0;0020008493;NEWPROV PRODUTOS PARA LABORATORIO L;16;12;4;C;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;21,000;34,000;17,000;19,000;23,000;18,000;6,000;@3J@;1017481677;10;;05/02/2020;;4,000;0,000;;84,00;49,000;4600001822;1180;21,00;300,00;;24,000;27,000;13,000;16,000;22,000;28,000;17,000;18,000;27,000;19,000;22,000;4,000;4500315807;30/12/2019;;1,000;4500315807;30/12/2019;;5,000;4500317409;15/01/2020;;3,000;008;;;1;20;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;PA205;
;DA04;;10004950;INSTANT PROV CORANT HEMAT 500ML NEWPROV;26,000;26,000;0,000;KIT;21,02;546,50;16,280;0,000;ZROH;PD;014;13,7;58,0;0020008493;NEWPROV PRODUTOS PARA LABORATORIO L;16;12;4;C;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;21,000;34,000;17,000;19,000;23,000;18,000;6,000;@3J@;1017481678;10;;12/02/2020;;6,000;0,000;;126,00;49,000;4600001822;1180;21,00;300,00;;24,000;27,000;13,000;16,000;22,000;28,000;17,000;18,000;27,000;19,000;22,000;4,000;4500315807;30/12/2019;;1,000;4500315807;30/12/2019;;5,000;4500317409;15/01/2020;;3,000;008;;;1;20;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;PA205;
;DA04;;10004950;INSTANT PROV CORANT HEMAT 500ML NEWPROV;26,000;26,000;0,000;KIT;21,02;546,50;16,280;0,000;ZROH;PD;014;13,7;58,0;0020008493;NEWPROV PRODUTOS PARA LABORATORIO L;16;12;4;C;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;21,000;34,000;17,000;19,000;23,000;18,000;6,000;@3J@;1017481679;10;;19/02/2020;;4,000;0,000;;84,00;49,000;4600001822;1180;21,00;300,00;;24,000;27,000;13,000;16,000;22,000;28,000;17,000;18,000;27,000;19,000;22,000;4,000;4500315807;30/12/2019;;1,000;4500315807;30/12/2019;;5,000;4500317409;15/01/2020;;3,000;008;;;1;20;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;PA205;
;DA04;;10004950;INSTANT PROV CORANT HEMAT 500ML NEWPROV;26,000;26,000;0,000;KIT;21,02;546,50;16,280;0,000;ZROH;PD;014;13,7;58,0;0020008493;NEWPROV PRODUTOS PARA LABORATORIO L;16;12;4;C;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;21,000;34,000;17,000;19,000;23,000;18,000;6,000;@3J@;1017481680;10;;26/02/2020;;4,000;0,000;;84,00;49,000;4600001822;1180;21,00;300,00;;24,000;27,000;13,000;16,000;22,000;28,000;17,000;18,000;27,000;19,000;22,000;4,000;4500315807;30/12/2019;;1,000;4500315807;30/12/2019;;5,000;4500317409;15/01/2020;;3,000;008;;;1;20;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;PA205;
;D969;;10004955;SOL BIOQ LAVAGEM ACIDA 2X250ML ABBOTT;0,000;0,000;0,000;KIT;85,05;0,00;0,000;0,000;ZROH;ND;012;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;6,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;2,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;133;217;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;06K0120;
;DA04;;10004955;SOL BIOQ LAVAGEM ACIDA 2X250ML ABBOTT;24,000;24,000;0,000;KIT;85,05;2.041,20;6,450;0,000;ZROH;PD;001;33,0;56,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;0,000;18,000;9,000;10,000;9,000;9,000;4,000;@3J@;1017479581;10;;28/01/2020;;1,000;0,000;;85,05;35,000;4600003724;80;85,05;1.500,00;;5,000;5,000;6,000;7,000;4,000;10,000;7,000;8,000;11,000;8,000;7,000;1,000;;;;0,000;;;;0,000;;;;0,000;008;;;5;12;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;06K0120;
;DA04;;10004970;ALG FX16 IMMU 10T PHADIA;3,000;3,000;0,000;KIT;47,45;142,35;0,000;0,000;ZROH;ZM;001;999,9;999,9;;;14;10;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QUS;FORN. QUI - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;0;180;@0A@;3,000;986;@08@;0,000;0,0;;0,000;00;LIBERADO;14-4851-01;
;D969;;10004970;ALG FX16 IMMU 10T PHADIA;0,000;0,000;0,000;KIT;47,45;0,00;0,000;0,000;ZROH;ZM;005;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;397;440;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;14-4851-01;
;DA04;;10004977;ALG FX74 PEIXES IMMU 10T PHADIA;0,000;0,000;0,000;KIT;68,96;0,00;0,000;0,000;ZROH;ZM;001;0,0;999,0;;;14;10;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QUS;FORN. QUI - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;2,000;0,000;0,000;0,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;105;195;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;14-4827-01;
;D969;;10004977;ALG FX74 PEIXES IMMU 10T PHADIA;2,800;2,800;0,000;KIT;68,96;193,09;0,000;0,000;ZROH;ZM;005;999,9;999,9;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;22;22;@0A@;2,800;996;@08@;0,000;0,0;;0,000;00;LIBERADO;14-4827-01;
;DA04;;10005011;RGT ACIDO SULFANILICO 0.8% 30ML COULTER;3,000;3,000;0,000;FR;121,92;365,76;0,940;0,000;ZROH;PD;001;34,0;85,0;0020009507;BECKMAN COULTER DO BRASIL COMERCIO;17;13;4;C;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;1,000;2,000;1,000;1,000;1,000;1,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;3,000;;0;0,00;2.500,00;;1,000;0,000;1,000;3,000;1,000;0,000;2,000;0,000;0,000;1,000;1,000;0,000;4500316581;17/01/2020;;1,000;;;;0,000;;;;0,000;008;;;22;176;@08@;0,000;0;@0A@;1,000;21,0;@0A@;0,000;00;LIBERADO;DASUE;
;DA04;;10005054;PROVETA GRAD PLAST 1000ML;6,000;6,000;0,000;UN;120,34;722,01;0,700;0,000;ZROH;PD;007;999,9;999,9;;;24;20;4;C;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;SES;FORN. SEG - SEMANAL;;99,0;0,000;3,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;1,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;3,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;22;325;@0A@;6,000;956;@08@;0,000;0,0;;0,000;00;LIBERADO;ILW7887 ;
;D969;;10005054;PROVETA GRAD PLAST 1000ML;0,000;0,000;0,000;UN;41,00;0,00;0,000;0,000;ZROH;VV;005;0,0;999,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;349;383;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;ILW7887 ;
;DA04;;10005057;RGT CARTAO TEST1 P/VHS 1000T ALERE;6,000;6,000;0,000;KIT;745,64;4.473,84;1,260;0,000;ZROH;PD;022;-41,0;86,0;;;7;3;4;A;Z1;1,000;0,000;0,000;1,000;0,000;018;Cobertura 18 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;0,000;6,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;6,000;5,000;1,000;2,000;0,000;1,000;0,000;0,000;0,000;17,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;006;;;46;46;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;8700011;
;D969;;10005057;RGT CARTAO TEST1 P/VHS 1000T ALERE;0,000;0,000;0,000;KIT;747,00;0,00;0,000;0,000;ZROH;VV;005;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;22;77;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;8700011;
;DA04;;10005075;GLICERINA PA 1L QEEL;0,000;0,000;0,000;FR;19,00;0,00;0,000;0,000;ZROH;ZM;014;0,0;999,0;;;34;30;4;C;Z1;6,000;0,000;0,000;6,000;0,000;;;0,000;TES;FORN. TER - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;003;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;C033071;
;DA04;;10005088;ALG I72 IMMU 10T PHADIA;0,000;0,000;0,000;KIT;55,10;0,00;0,000;0,000;ZROH;PD;001;0,0;999,0;;;14;10;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;QUS;FORN. QUI - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;3,000;0,000;0,000;0,000;0,000;5,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;22;159;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;14-4361-01;
;D969;;10005088;ALG I72 IMMU 10T PHADIA;0,000;0,000;0,000;KIT;55,10;0,00;0,000;0,000;ZROH;ZM;005;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;5;5;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;14-4361-01;
;DA04;;10005109;SOL SYSWASH ELEC SYS ROCHE;7,000;7,000;0,000;KIT;21,87;153,09;1,008;0,000;ZROH;PD;022;107,0;125,0;;;20;16;4;C;Z1;1,000;0,000;0,000;1,000;0,000;018;Cobertura 18 dias;0,000;SEX;FORN. SEX - SEMANAL;;99,0;0,000;0,000;2,000;1,000;2,000;1,000;1,000;@3J@;;0;;;;0,000;0,000;;0,00;1,000;;0;0,00;0,00;;3,000;4,000;0,000;1,000;2,000;1,000;1,000;0,000;1,000;1,000;2,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;19;26;@0A@;3,864;69;@08@;0,000;0,0;;0,000;00;LIBERADO;11930346122;
;DA04;;10005163;MEIO CULT CARY BLAIR 132C C/SWAB CRAL;3.741,000;3.722,000;0,000;UN;1,41;5.267,18;617,418;0,000;ZROH;VV;007;104,6;109,0;;;22;18;4;C;Z1;400,000;0,000;0,000;400,000;0,000;018;Cobertura 18 dias;0,000;SES;FORN. SEG - SEMANAL;;99,0;0,000;907,668;907,668;1.134,585;328,000;328,000;410,000;@3J@;;0;;;;0,000;0,000;;0,00;400,000;;0;0,00;0,00;;700,000;2.727,000;1.040,000;624,000;8.187,000;200,000;446,000;473,000;411,000;579,000;179,000;20,000;;;;0,000;;;;0,000;;;;0,000;004;;;1;12;@0A@;2.229,565;65;@08@;0,000;0,0;;19,000;00;LIBERADO;230917;
;DA04;;10005216;RGT INTACT PTH ARCH 100T ABBOTT;1,000;1,000;0,000;KIT;144,72;144,72;0,000;0,000;ZROH;ZM;001;999,9;999,9;;;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;TES;FORN. TER - SEMANAL;;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;202;217;@0A@;1,000;981;@08@;0,000;0,0;;0,000;00;LIBERADO;08K2528;
;D969;;10005216;RGT INTACT PTH ARCH 100T ABBOTT;0,000;0,000;0,000;KIT;144,72;0,00;0,000;0,000;ZROH;ND;005;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;006;Cobertura 6 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;217;217;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;08K2528;
