Material;Texto breve de material;Centro;Depósito;Tipo de movimento;Estoque especial;Doc.material;Item doc.material;Data de lançamento;Qtd.  UM registro;UM registro;Centro custo;Montante em MI;Pedido;Lote;Nome do usuário
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4921094462;1;17/09/2018;-0,003;KIT;;-0,09;;0000155034;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4921030798;1;16/09/2018;-0,235;KIT;;-7,19;;0000155034;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920979860;1;15/09/2018;-0,006;KIT;;-0,18;;0000155034;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920979926;1;15/09/2018;-0,734;KIT;;-22,45;;0000155034;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920899521;1;14/09/2018;-0,779;KIT;;-23,83;;0000155034;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920899436;1;14/09/2018;-0,003;KIT;;-0,09;;0000155034;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920808005;1;13/09/2018;-0,018;KIT;;-0,55;;0000155034;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920808072;1;13/09/2018;-0,900;KIT;;-27,53;;0000155034;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4920719082;1;13/09/2018;-45;PAC;P01181D386;-555,96;;0000154376;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920712816;1;12/09/2018;-0,945;KIT;;-28,91;;0000155034;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920712745;1;12/09/2018;-0,008;KIT;;-0,24;;0000155034;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920622906;1;11/09/2018;-0,674;KIT;;-20,62;;0000155034;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4921033414;1;11/09/2018;-0,170;KIT;;-5,20;;0000155034;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920622826;1;11/09/2018;-0,023;KIT;;-0,70;;0000155034;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4920532730;36;11/09/2018;45;PAC;;0,00;5500000029;0000154376;F03509100140
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4920501078;6;10/09/2018;5;KIT;;0,00;5500000029;0000155034;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920531122;1;10/09/2018;-0,091;KIT;;-2,78;;0000155034;SVC_JOBS
10000160;FITA IMPRESS SP1000 ROCHE;D386;ALMX;101;;4920500791;3;10/09/2018;3;UN;;0,00;5400018205;0000160348;F03509100140
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920499938;1;09/09/2018;-0,106;KIT;;-3,24;;0000155034;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920458408;1;08/09/2018;-0,595;KIT;;-18,20;;0000155034;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920458354;1;08/09/2018;-0,013;KIT;;-0,40;;0000155034;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920499927;1;08/09/2018;-0,106;KIT;;-3,24;;0000155034;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920396886;1;07/09/2018;-0,006;KIT;;-0,18;;0000155034;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920396943;1;07/09/2018;-0,348;KIT;;-10,65;;0000155034;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920326123;1;06/09/2018;-1,209;KIT;;-36,98;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920326050;1;06/09/2018;-0,011;KIT;;-0,34;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920326123;2;06/09/2018;-0,038;KIT;;-1,16;;0000155034;SVC_JOBS
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;101;;4920237644;3;06/09/2018;1;KIT;;0,00;5500000029;0000140646;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920234503;1;05/09/2018;-1,298;KIT;;-39,70;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920234414;1;05/09/2018;-0,018;KIT;;-0,55;;0000153779;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4920144867;1;05/09/2018;-45;PAC;P01181D386;-555,92;;0000154376;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920135744;1;04/09/2018;-0,013;KIT;;-0,40;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4920053730;15;04/09/2018;7;KIT;;0,00;5500000029;0000155034;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920135818;1;04/09/2018;-0,960;KIT;;-29,37;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920050671;1;03/09/2018;-0,011;KIT;;-0,34;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920050728;1;03/09/2018;-0,643;KIT;;-19,67;;0000153779;SVC_JOBS
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;201;;4919984967;1;03/09/2018;-1;KIT;P01031D386;-60,95;;0000140646;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919975233;1;02/09/2018;-0,227;KIT;;-6,94;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919915800;1;01/09/2018;-0,854;KIT;;-26,12;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919915718;1;01/09/2018;-0,013;KIT;;-0,40;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919821705;1;31/08/2018;-0,008;KIT;;-0,24;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919821795;1;31/08/2018;-0,003;KIT;;-0,09;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919821814;1;31/08/2018;-0,902;KIT;;-27,59;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919717969;1;30/08/2018;-0,948;KIT;;-29,00;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919717892;1;30/08/2018;-0,003;KIT;;-0,09;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919717896;1;30/08/2018;-0,016;KIT;;-0,49;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4919631270;12;30/08/2018;6;KIT;;0,00;5500000029;0000155034;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919614764;1;29/08/2018;-0,008;KIT;;-0,24;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919614853;1;29/08/2018;-0,895;KIT;;-27,38;;0000153779;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919509503;1;28/08/2018;-0,945;KIT;;-28,91;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919509418;1;28/08/2018;-0,016;KIT;;-0,49;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4919315574;12;27/08/2018;7;KIT;;0,00;5500000029;0000153779;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919380125;1;27/08/2018;-0,008;KIT;;-0,24;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919380187;1;27/08/2018;-0,854;KIT;;-26,12;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4919315574;15;27/08/2018;2;KIT;;0,00;5500000029;0000155034;F03267469198
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4919316096;57;27/08/2018;30;PAC;;0,00;5500000029;0000154376;F03509100140
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920238609;1;25/08/2018;-0,974;KIT;;-29,79;;0000153779;F09997476816
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4920238547;1;25/08/2018;-0,006;KIT;;-0,18;;0000153779;F09997476816
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919226126;1;24/08/2018;-0,016;KIT;;-0,49;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919226198;1;24/08/2018;-1,159;KIT;;-35,45;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919123474;1;23/08/2018;-1,310;KIT;;-40,07;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919123366;1;23/08/2018;-0,011;KIT;;-0,34;;0000140793;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4919031918;36;23/08/2018;5;PAC;;0,00;5500000029;0000154376;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919016367;1;22/08/2018;-1,499;KIT;;-45,85;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4919016295;1;22/08/2018;-0,016;KIT;;-0,49;;0000140793;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4918934853;2;22/08/2018;-8;PAC;P01181D386;-98,83;;0000154376;F63632721149
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4918934853;1;22/08/2018;-53;PAC;P01181D386;-654,75;;0000152055;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918917659;1;21/08/2018;-1,615;KIT;;-49,40;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918917660;1;21/08/2018;-0,003;KIT;;-0,09;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918917585;1;21/08/2018;-0,013;KIT;;-0,40;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918820975;1;20/08/2018;-0,003;KIT;;-0,09;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4918760252;9;20/08/2018;2;KIT;;0,00;5500000029;0000153779;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4918760252;6;20/08/2018;2;KIT;;0,00;5500000029;0000140793;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918821002;1;20/08/2018;-0,970;KIT;;-29,67;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918750672;1;19/08/2018;-0,215;KIT;;-6,58;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918687153;1;18/08/2018;-1,162;KIT;;-35,54;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918595723;1;17/08/2018;-1,378;KIT;;-42,15;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4918499608;3;17/08/2018;3;KIT;;0,00;5500000029;0000140793;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918493346;1;16/08/2018;-1,368;KIT;;-41,84;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918393576;1;15/08/2018;-1,592;KIT;;-48,69;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918286852;1;14/08/2018;-1,683;KIT;;-51,48;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4918210617;3;14/08/2018;7;KIT;;0,00;5500000029;0000140793;F00397070160
10000156;LAM KCELL SEDIM URI C/100 CRAL;D386;ALMX;201;;4918214678;2;14/08/2018;-1;CX;P01110D386;-175,00;;;F63632721149
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;101;;4918210881;24;14/08/2018;1;KIT;;0,00;5500000029;0000140646;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918208278;1;13/08/2018;-1,096;KIT;;-33,52;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918160879;1;12/08/2018;-0,142;KIT;;-4,34;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918123314;1;11/08/2018;-0,897;KIT;;-27,43;;0000140793;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4918059346;1;11/08/2018;-8;PAC;P01177D386;-98,83;;0000152055;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4918055397;1;10/08/2018;-1,300;KIT;;-39,76;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917966065;1;09/08/2018;-0,988;KIT;;-30,22;;0000140793;SVC_JOBS
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;201;;4917879870;2;09/08/2018;-1;KIT;P01031D386;-60,96;;0000127533;F63632721149
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4917879252;3;09/08/2018;35;PAC;;0,00;5500000029;0000152055;F00397070160
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4917879038;39;09/08/2018;26;PAC;;0,00;5500000029;0000152055;F03267469198
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4917879252;6;09/08/2018;18;PAC;;0,00;5500000029;0000154376;F00397070160
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4917879038;36;09/08/2018;20;PAC;;0,00;5500000029;0000149751;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917875702;1;08/08/2018;-1,121;KIT;;-34,29;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917791926;1;07/08/2018;-0,980;KIT;;-29,97;;0000140793;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917791922;1;06/08/2018;-0,003;KIT;;-0,09;;0000140793;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4917640247;6;06/08/2018;7;KIT;;0,00;5500000029;0000140793;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917791924;1;06/08/2018;-0,582;KIT;;-17,80;;0000140793;F22144924880
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4917640711;2;06/08/2018;-5;PAC;P01182D386;-64,53;;0000147349;F00555101169
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4917640711;1;06/08/2018;-61;PAC;P01182D386;-787,29;;0000148949;F00555101169
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917635536;1;05/08/2018;-0,021;KIT;;-0,64;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917791921;1;05/08/2018;-0,231;KIT;;-7,06;;0000140793;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917586843;1;04/08/2018;-0,003;KIT;;-0,09;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917586915;1;04/08/2018;-0,754;KIT;;-23,06;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917434641;1;03/08/2018;-0,225;KIT;;-6,88;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917583229;1;03/08/2018;-0,769;KIT;;-23,52;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917401586;1;02/08/2018;-0,887;KIT;;-27,13;;0000140793;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917395160;1;02/08/2018;-0,103;KIT;;-3,15;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917401562;1;01/08/2018;-0,341;KIT;;-10,43;;0000140793;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917308965;1;01/08/2018;-0,897;KIT;;-27,43;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917211307;1;31/07/2018;-0,513;KIT;;-15,69;;0000140793;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4917127427;60;31/07/2018;28;PAC;;0,00;5500000029;0000148949;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917115213;1;30/07/2018;-0,648;KIT;;-19,82;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4917045920;1;29/07/2018;-0,142;KIT;;-4,34;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4916988921;1;28/07/2018;-0,766;KIT;;-23,42;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4916896606;1;27/07/2018;-0,905;KIT;;-27,68;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4916793499;1;26/07/2018;-1,026;KIT;;-31,38;;0000140793;SVC_JOBS
10000156;LAM KCELL SEDIM URI C/100 CRAL;D386;ALMX;101;;4916707030;42;26/07/2018;1;CX;;0,00;5500000029;;F03267469198
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;101;;4916707295;9;26/07/2018;1;KIT;;0,00;5500000029;0000127533;F00397070160
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4916705922;3;26/07/2018;-10;PAC;P01182D386;-131,18;;0000147349;F00555101169
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4916707138;33;26/07/2018;4;PAC;;0,00;5500000029;0000148949;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4916691411;1;25/07/2018;-0,955;KIT;;-29,20;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4916704764;1;24/07/2018;-0,602;KIT;;-18,41;;0000140793;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4916587642;1;24/07/2018;-0,383;KIT;;-11,71;;0000140793;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4916506045;1;24/07/2018;-11;PAC;P01182D386;-144,30;;0000147349;F00555101169
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4916494220;1;23/07/2018;-0,628;KIT;;-19,20;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4916431646;3;23/07/2018;9;KIT;;0,00;5500000029;0000140793;F03267469198
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;201;;4916429297;6;23/07/2018;-1;KIT;P01031D386;-60,96;;0000118805;F02046928148
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4916506088;1;22/07/2018;-0,114;KIT;;-3,49;;0000140793;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4916506084;1;21/07/2018;-0,705;KIT;;-21,56;;0000140793;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4916374458;1;21/07/2018;-0,107;KIT;;-3,27;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4916289436;1;20/07/2018;-1,013;KIT;;-30,97;;0000140793;SVC_JOBS
10000156;LAM KCELL SEDIM URI C/100 CRAL;D386;ALMX;201;;4916203208;4;20/07/2018;-1;CX;P01110D386;-175,00;;;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4916187368;1;19/07/2018;-0,880;KIT;;-26,91;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4916100334;12;19/07/2018;1;KIT;;0,00;5500000029;0000140793;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4916506077;1;18/07/2018;-0,170;KIT;;-5,20;;0000140793;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4916088032;1;18/07/2018;-0,793;KIT;;-24,25;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4915986521;1;17/07/2018;-0,963;KIT;;-29,45;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4915894741;1;16/07/2018;-0,494;KIT;;-15,10;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4915894656;1;16/07/2018;-0,003;KIT;;-0,09;;0000140793;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4915830864;2;16/07/2018;-10;PAC;P01182D386;-131,18;;0000147123;F63632721149
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4915832552;48;16/07/2018;29;PAC;;0,00;5500000029;0000148949;F00397070160
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4915832552;45;16/07/2018;26;PAC;;0,00;5500000029;0000147349;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4915821065;1;15/07/2018;-0,167;KIT;;-5,11;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4915766528;1;14/07/2018;-0,711;KIT;;-21,74;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4915829724;1;13/07/2018;-0,869;KIT;;-26,57;;0000140793;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4915668399;1;13/07/2018;-1,293;KIT;;-39,54;;0000140793;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4915551164;27;12/07/2018;15;PAC;;0,00;5500000029;0000147349;F03267469198
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4915554735;2;12/07/2018;-10;PAC;P01182D386;-131,18;;0000147123;F00555101169
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4915554735;3;12/07/2018;-15;PAC;P01182D386;-196,77;;0000147349;F00555101169
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4915556520;1;11/07/2018;-1,648;KIT;;-50,39;;0000140793;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4915465218;3;11/07/2018;5;KIT;;0,00;5300074073;0000140793;F00397070160
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4915465710;15;11/07/2018;20;PAC;;0,00;5300074073;0000147123;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4915556515;1;10/07/2018;-1,059;KIT;;-32,38;;0000140793;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4915461124;1;10/07/2018;-0,375;KIT;;-11,47;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4915381550;1;09/07/2018;-0,955;KIT;;-29,20;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4915381542;1;09/07/2018;-0,003;KIT;;-0,09;;0000140793;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4915337009;12;09/07/2018;7;KIT;;0,00;5500000029;0000140793;F00397070160
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4915337294;1;09/07/2018;-41;PAC;P01181D386;-510,83;;0000147123;F00555101169
