Estoque;Centro;Área MRP;Material;Descrição;Saldo;Saldo Disp.;Estoque p/Armazenar;UM;Preço Unit.;Valor Estoque;Est.Seg.(qtd);Pto Reab.;Tipo Material;Tipo MRP;Planejador MRP;Cobertura Estoque s/ entradas;Cobertura Estoque c/ entradas;Fornecedor;Descr. Forn.;Lead Time Total;Prazo Entrega Prevista (Dias);Tempo de Processamento EM;Código ABC;Tamanho do lote MRP;Tamanho mínimo lote;Tamanho máximo lote;Tamanho fixo do lote;Lote Multiplo;Estoque máximo;Perfil de Cobertura;Descrição do Perfil;Estoque Seg(MARC);Calendário de Planejamento;Descrição do Calendário;Centro Abastecedor;Grau atend. (%);Qtd em Pedido de Compras;Nec.DEZ/2019;Nec.JAN/2020;Nec.FEV/2020;Nec.MAR/2020;Nec.ABR/2020;Nec.MAI/2020;Mat.Verif.;Requisição;Item Requisição;Ord.Planej.;Data Remessa;Dt.Reprog.;Qtd RC / Ord.Plan;Qtd.Confirmada;Data Confirmada;Valor da Requisição;Ordens Planejadas;Contrato;Item do Contrato;Preço em Contrato;Faturamento Minimo Fornecedor;Centro com Excesso de Estoque;Cons.JAN/2019;Cons.FEV/2019;Cons.MAR/2019;Cons.ABR/2019;Cons.MAI/2019;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Cons.DEZ/2019;Pedido 1;Próxima Entrega;Dt. Conf. 1;Quantidade;Pedido 2;2a Entrega;Dt. Conf. 2;Quantidade;Pedido 3;3a Entrega;Dt. Conf. 3;Quantidade;Temp.Armaz.;Perfil MRP;Descrição Perfil MRP;Dias sem Saídas;Dias sem Entradas;Excesso Estoque;Quantidade em Excesso;Dias de Excesso de Estoque;Excesso de Estoque (pedido);Quantidade em Excesso (pedido);Dias em Execesso (pedido);Faturamento minimo;Quantidade em Separação;Stat.Mat.;Des.Status;Num.Mat.Fab.;Materiais Substituídos
;DA04;;10005411;RGT TROPON T HS ELEC ELEC 100T ROCHE;8,000;8,000;0,000;KIT;108,16;865,28;6,342;0,000;ZROH;PD;022;16,3;42,0;0020009742;ROCHE DIAGNOSTICA BRASIL LTDA;11;7;4;B;Z1;1,000;0,000;0,000;1,000;0,000;014;Cobertura 14 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;11,000;3,000;16,000;15,000;14,000;18,000;13,000;@3J@;1017210256;10;;29/01/2020;;5,000;0,000;;540,80;50,000;4600003641;2180;108,16;2.000,00;;0,000;7,000;15,000;16,000;19,000;7,000;15,000;14,000;13,000;11,000;15,000;10,000;4500315073;18/12/2019;;11,000;;;;0,000;;;;0,000;002;;;6;7;@08@;0,000;0;@0A@;5,000;11,0;@08@;0,000;00;LIBERADO;5092728190;
;DA04;;10005411;RGT TROPON T HS ELEC ELEC 100T ROCHE;8,000;8,000;0,000;KIT;108,16;865,28;6,342;0,000;ZROH;PD;022;16,3;42,0;0020009742;ROCHE DIAGNOSTICA BRASIL LTDA;11;7;4;B;Z1;1,000;0,000;0,000;1,000;0,000;014;Cobertura 14 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;11,000;3,000;16,000;15,000;14,000;18,000;13,000;@3J@;1017210257;10;;05/02/2020;;5,000;0,000;;540,80;50,000;4600003641;2180;108,16;2.000,00;;0,000;7,000;15,000;16,000;19,000;7,000;15,000;14,000;13,000;11,000;15,000;10,000;4500315073;18/12/2019;;11,000;;;;0,000;;;;0,000;002;;;6;7;@08@;0,000;0;@0A@;5,000;11,0;@08@;0,000;00;LIBERADO;5092728190;
;DA04;;10005434;MEIO CULT AGAR VD BRILH 500G;0,000;0,000;0,000;FR;0,00;0,00;0,000;0,000;ZROH;ZM;014;0,0;999,0;;;14;10;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;SES;FORN. SEG - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;004;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;;
;D969;;10005438;CALDO TETRATIONATO M. KAUFF 500G ISOFAR;0,000;0,000;0,000;FR;341,75;0,00;0,000;0,000;ZROH;ZM;006;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;212;240;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;1393410;
;DA04;;10005438;CALDO TETRATIONATO M. KAUFF 500G ISOFAR;0,000;0,000;0,000;FR;341,75;0,00;0,000;0,000;ZROH;PD;014;0,0;999,0;;;14;10;4;C;Z1;1,000;0,000;0,000;1,000;0,000;014;Cobertura 14 dias;0,000;SES;FORN. SEG - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;305;360;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;1393410;
;DA04;;10005487;SOL PREENCH ELETRODO NA/K/CA/C SIEMENS;0,000;0,000;0,000;KIT;42,63;0,00;0,000;0,000;ZROH;ND;001;0,0;999,0;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;10311047;
;DA04;;10005497;SOL PREENCH ELETRODO REFER 4X5ML SIEMENS;0,000;0,000;0,000;KIT;0,00;0,00;0,000;0,000;ZROH;ZM;001;0,0;999,0;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;10311081;
;D969;;10005547;FLUOCYTE 0.5ML ABX;0,000;0,000;0,000;KIT;129,00;0,00;0,000;0,000;ZROH;VV;005;0,0;16,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;DIA;DIARIO;DA04;99,0;11,000;10,133;22,167;12,752;15,940;12,752;12,752;@3J@;;0;;;;0,000;0,000;;0,00;82,000;;0;0,00;0,00;;2,000;7,000;2,000;13,000;6,000;3,000;3,000;19,000;17,000;14,000;9,000;8,000;5500001368;17/12/2019;31/12/9999;1,000;5500001368;18/12/2019;31/12/9999;1,000;5500001368;19/12/2019;31/12/9999;1,000;;;;329;336;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;904011;
;DA04;;10005547;FLUOCYTE 0.5ML ABX;24,000;24,000;0,000;KIT;128,95;3.094,68;7,356;0,000;ZROH;PD;002;19,2;77,0;0020008487;HORIBA INSTRUMENTS BRASIL LTDA;19;17;2;C;Z1;1,000;0,000;0,000;1,000;0,000;012;Cobertura 12 dias;0,000;QUS;FORN. QUI - SEMANAL;;99,0;23,000;11,000;22,000;13,000;15,000;13,000;13,000;@3J@;1017210943;10;;16/01/2020;;5,000;0,000;;645,00;42,000;4600003869;60;129,00;500,00;;7,000;7,000;2,000;13,000;6,000;3,000;3,000;19,000;17,000;14,000;9,000;8,000;4500309943;04/12/2019;;13,000;4500315698;26/12/2019;;1,000;4500315698;26/12/2019;;4,000;006;;;9;6;@08@;0,000;0;@0A@;16,000;26,0;@08@;0,000;00;LIBERADO;904011;
;DA04;;10005547;FLUOCYTE 0.5ML ABX;24,000;24,000;0,000;KIT;128,95;3.094,68;7,356;0,000;ZROH;PD;002;19,2;77,0;0020008487;HORIBA INSTRUMENTS BRASIL LTDA;19;17;2;C;Z1;1,000;0,000;0,000;1,000;0,000;012;Cobertura 12 dias;0,000;QUS;FORN. QUI - SEMANAL;;99,0;23,000;11,000;22,000;13,000;15,000;13,000;13,000;@3J@;1017210944;10;;23/01/2020;;5,000;0,000;;645,00;42,000;4600003869;60;129,00;500,00;;7,000;7,000;2,000;13,000;6,000;3,000;3,000;19,000;17,000;14,000;9,000;8,000;4500309943;04/12/2019;;13,000;4500315698;26/12/2019;;1,000;4500315698;26/12/2019;;4,000;006;;;9;6;@08@;0,000;0;@0A@;16,000;26,0;@08@;0,000;00;LIBERADO;904011;
;DA04;;10005547;FLUOCYTE 0.5ML ABX;24,000;24,000;0,000;KIT;128,95;3.094,68;7,356;0,000;ZROH;PD;002;19,2;77,0;0020008487;HORIBA INSTRUMENTS BRASIL LTDA;19;17;2;C;Z1;1,000;0,000;0,000;1,000;0,000;012;Cobertura 12 dias;0,000;QUS;FORN. QUI - SEMANAL;;99,0;23,000;11,000;22,000;13,000;15,000;13,000;13,000;@3J@;1017210945;10;;30/01/2020;;2,000;0,000;;258,00;42,000;4600003869;60;129,00;500,00;;7,000;7,000;2,000;13,000;6,000;3,000;3,000;19,000;17,000;14,000;9,000;8,000;4500309943;04/12/2019;;13,000;4500315698;26/12/2019;;1,000;4500315698;26/12/2019;;4,000;006;;;9;6;@08@;0,000;0;@0A@;16,000;26,0;@08@;0,000;00;LIBERADO;904011;
;DA04;;10005547;FLUOCYTE 0.5ML ABX;24,000;24,000;0,000;KIT;128,95;3.094,68;7,356;0,000;ZROH;PD;002;19,2;77,0;0020008487;HORIBA INSTRUMENTS BRASIL LTDA;19;17;2;C;Z1;1,000;0,000;0,000;1,000;0,000;012;Cobertura 12 dias;0,000;QUS;FORN. QUI - SEMANAL;;99,0;23,000;11,000;22,000;13,000;15,000;13,000;13,000;@3J@;1017210946;10;;06/02/2020;;3,000;0,000;;387,00;42,000;4600003869;60;129,00;500,00;;7,000;7,000;2,000;13,000;6,000;3,000;3,000;19,000;17,000;14,000;9,000;8,000;4500309943;04/12/2019;;13,000;4500315698;26/12/2019;;1,000;4500315698;26/12/2019;;4,000;006;;;9;6;@08@;0,000;0;@0A@;16,000;26,0;@08@;0,000;00;LIBERADO;904011;
;DA04;;10005547;FLUOCYTE 0.5ML ABX;24,000;24,000;0,000;KIT;128,95;3.094,68;7,356;0,000;ZROH;PD;002;19,2;77,0;0020008487;HORIBA INSTRUMENTS BRASIL LTDA;19;17;2;C;Z1;1,000;0,000;0,000;1,000;0,000;012;Cobertura 12 dias;0,000;QUS;FORN. QUI - SEMANAL;;99,0;23,000;11,000;22,000;13,000;15,000;13,000;13,000;@3J@;1017210947;10;;13/02/2020;;3,000;0,000;;387,00;42,000;4600003869;60;129,00;500,00;;7,000;7,000;2,000;13,000;6,000;3,000;3,000;19,000;17,000;14,000;9,000;8,000;4500309943;04/12/2019;;13,000;4500315698;26/12/2019;;1,000;4500315698;26/12/2019;;4,000;006;;;9;6;@08@;0,000;0;@0A@;16,000;26,0;@08@;0,000;00;LIBERADO;904011;
;DA04;;10005547;FLUOCYTE 0.5ML ABX;24,000;24,000;0,000;KIT;128,95;3.094,68;7,356;0,000;ZROH;PD;002;19,2;77,0;0020008487;HORIBA INSTRUMENTS BRASIL LTDA;19;17;2;C;Z1;1,000;0,000;0,000;1,000;0,000;012;Cobertura 12 dias;0,000;QUS;FORN. QUI - SEMANAL;;99,0;23,000;11,000;22,000;13,000;15,000;13,000;13,000;@3J@;1017210948;10;;20/02/2020;;4,000;0,000;;516,00;42,000;4600003869;60;129,00;500,00;;7,000;7,000;2,000;13,000;6,000;3,000;3,000;19,000;17,000;14,000;9,000;8,000;4500309943;04/12/2019;;13,000;4500315698;26/12/2019;;1,000;4500315698;26/12/2019;;4,000;006;;;9;6;@08@;0,000;0;@0A@;16,000;26,0;@08@;0,000;00;LIBERADO;904011;
;DA04;;10005564;RGT ACIDO URICO CP PENTRA 220T HORIBA;2,000;2,000;0,000;KIT;69,44;138,88;0,000;0,000;ZROH;ND;002;999,9;999,9;;;19;17;2;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QUS;FORN. QUI - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;0;0;@0A@;2,000;981;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;A11A01670;
;DA04;;10005577;PROB SPP ADVIA SIEMENS (DUPL) 10010583;0,000;0,000;0,000;UN;1.802,20;0,00;0,000;0,000;ZROH;ND;001;0,0;999,0;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;05;OBSOLETO/SUBSTITUIDO;10337399;
;DA04;;10005578;CTR NORMAL CITROL 1 SIEMENS;7,000;7,000;0,000;KIT;284,35;1.990,45;0,400;0,000;ZROH;PD;001;999,9;999,9;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;0,000;1,000;1,000;1,000;1,000;1,000;1,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;1,000;0,000;1,000;0,000;0,000;0,000;1,000;1,000;0,000;1,000;;;;0,000;;;;0,000;;;;0,000;002;;;13;29;@0A@;7,000;975;@08@;0,000;0,0;;0,000;00;LIBERADO;10445601;
;DA04;;10005583;CLB CA 15-3 ARCH ABBOTT;0,000;0,000;0,000;FR;340,20;0,00;0,000;0,000;ZROH;ZM;001;0,0;999,0;;;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;TES;FORN. TER - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;147;147;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;02K4402;
;D969;;10005585;RGT CA15-3 ARCH 400T ABBOTT;0,000;0,000;0,000;KIT;381,02;0,00;0,000;0,000;ZROH;ND;006;0,0;999,0;;;0;0;0;B;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;93;96;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;02K4421;
;DA04;;10005585;RGT CA15-3 ARCH 400T ABBOTT;0,000;0,000;0,000;KIT;381,02;0,00;0,000;0,000;ZROH;PD;001;0,0;999,0;;;19;15;4;B;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;1,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;96;285;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;02K4421;
;DA04;;10005598;INTEGRATED MULTISENSOR SIEMENS;8,000;8,000;0,000;KIT;116,67;933,33;1,870;0,000;ZROH;PD;001;21,5;59,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;3,000;5,000;5,000;4,000;5,000;6,000;4,000;@3J@;1017211707;10;;05/02/2020;29/01/2020;1,000;0,000;;111,11;16,000;4600003697;100;111,11;1.900,00;;6,000;3,000;5,000;6,000;4,000;5,000;4,000;6,000;5,000;4,000;8,000;2,000;4500313098;18/12/2019;;2,000;4500313175;15/01/2020;;1,000;;;;0,000;002;;;13;2;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10445058;
;DA04;;10005598;INTEGRATED MULTISENSOR SIEMENS;8,000;8,000;0,000;KIT;116,67;933,33;1,870;0,000;ZROH;PD;001;21,5;59,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;3,000;5,000;5,000;4,000;5,000;6,000;4,000;@3J@;1017211708;10;;12/02/2020;05/02/2020;2,000;0,000;;222,22;16,000;4600003697;100;111,11;1.900,00;;6,000;3,000;5,000;6,000;4,000;5,000;4,000;6,000;5,000;4,000;8,000;2,000;4500313098;18/12/2019;;2,000;4500313175;15/01/2020;;1,000;;;;0,000;002;;;13;2;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10445058;
;DA04;;10005603;CLB TROPONINA I SIEMENS;0,000;0,000;0,000;FR;356,48;0,00;0,000;0,000;ZROH;ZM;001;0,0;15,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QAS;FORN. QUA - SEMANAL;;99,0;1,000;1,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;1.900,00;;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4500311186;16/12/2019;;1,000;;;;0,000;;;;0,000;001;;;16;22;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10444986;
;DA04;;10005613;DIMETIL ALFANAFT 0.5% 30ML PROBAC;4,000;4,000;0,000;FR;43,05;172,21;0,486;0,000;ZROH;PD;022;999,9;999,9;;;7;3;4;C;Z1;1,000;0,000;0,000;1,000;0,000;018;Cobertura 18 dias;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;1,000;1,000;0,000;1,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;2,000;1,000;0,000;1,000;0,000;1,000;3,000;2,000;0,000;0,000;1,000;0,000;;;;0,000;;;;0,000;;;;0,000;006;;;40;105;@0A@;4,000;975;@08@;0,000;0,0;;0,000;00;LIBERADO;62;
;DA04;;10005621;RGT HIDROX POT 40% 30ML COULTER;2,000;2,000;0,000;FR;123,55;247,10;1,060;0,000;ZROH;PD;001;3,0;75,0;0020009507;BECKMAN COULTER DO BRASIL COMERCIO;17;13;4;C;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;2,000;2,000;1,000;1,000;1,000;1,000;0,000;@3J@;1017169508;10;;04/02/2020;;1,000;0,000;;123,55;2,000;4600002727;1210;123,55;2.500,00;;2,000;1,000;0,000;0,000;3,000;1,000;0,000;2,000;0,000;1,000;1,000;1,000;4500311206;11/12/2019;;1,000;4500312775;11/12/2019;;1,000;;;;0,000;008;;;2;5;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;DHPOE;
;DA04;;10005626;CLB CKMB MASSA SIEMENS;0,000;0,000;0,000;KIT;253,65;0,00;0,000;0,000;ZROH;ND;001;0,0;0,0;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;1,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;81;148;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;10445023;
;DA04;;10005638;CLB SOL VERIF DILUICAO QUICKLYTE SIEMENS;2,000;2,000;0,000;KIT;165,24;330,48;0,400;0,000;ZROH;PD;001;17,0;75,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;1,000;1,000;1,000;1,000;1,000;1,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;4,000;;0;0,00;1.900,00;;2,000;1,000;1,000;6,000;2,000;1,000;1,000;1,000;0,000;2,000;1,000;2,000;4500315567;15/01/2020;;1,000;;;;0,000;;;;0,000;002;;;6;6;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10444872;
;DA04;;10005648;SOL LIMP CHEMISTRY SIEMENS;2,000;2,000;0,000;KIT;219,73;439,45;1,200;0,000;ZROH;PD;001;0,7;50,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;4,000;3,000;3,000;3,000;4,000;3,000;4,000;@3J@;1017221140;10;;22/01/2020;22/01/2020;1,000;0,000;;209,26;11,000;4600003697;120;209,26;1.900,00;;5,000;1,000;4,000;2,000;5,000;1,000;3,000;3,000;3,000;6,000;3,000;3,000;4500313098;18/12/2019;;2,000;4500313098;18/12/2019;;1,000;4500315567;15/01/2020;;1,000;008;;;6;13;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10445052;
;DA04;;10005648;SOL LIMP CHEMISTRY SIEMENS;2,000;2,000;0,000;KIT;219,73;439,45;1,200;0,000;ZROH;PD;001;0,7;50,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;4,000;3,000;3,000;3,000;4,000;3,000;4,000;@3J@;1017221141;10;;29/01/2020;29/01/2020;1,000;0,000;;209,26;11,000;4600003697;120;209,26;1.900,00;;5,000;1,000;4,000;2,000;5,000;1,000;3,000;3,000;3,000;6,000;3,000;3,000;4500313098;18/12/2019;;2,000;4500313098;18/12/2019;;1,000;4500315567;15/01/2020;;1,000;008;;;6;13;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10445052;
;DA04;;10005648;SOL LIMP CHEMISTRY SIEMENS;2,000;2,000;0,000;KIT;219,73;439,45;1,200;0,000;ZROH;PD;001;0,7;50,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;4,000;3,000;3,000;3,000;4,000;3,000;4,000;@3J@;1017221142;10;;12/02/2020;12/02/2020;2,000;0,000;;418,52;11,000;4600003697;120;209,26;1.900,00;;5,000;1,000;4,000;2,000;5,000;1,000;3,000;3,000;3,000;6,000;3,000;3,000;4500313098;18/12/2019;;2,000;4500313098;18/12/2019;;1,000;4500315567;15/01/2020;;1,000;008;;;6;13;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10445052;
;DA04;;10005711;RGT POLIMIXINA B E TEST C/30 BMX;0,000;0,000;0,000;KIT;224,07;0,00;0,000;0,000;ZROH;ZM;022;0,0;999,0;;;13;9;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QUS;FORN. QUI - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;305;375;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;533400;
;DA04;;10005734;SOL LIMP PROB SONDA IMT SIEMENS;11,000;11,000;0,000;KIT;190,22;2.092,40;0,800;0,000;ZROH;PD;001;999,9;999,9;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;3,000;3,000;0,000;0,000;1,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;2,000;0,000;0,000;2,000;3,000;3,000;1,000;1,000;0,000;1,000;1,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;23;55;@0A@;11,000;975;@08@;0,000;0,0;;0,000;00;LIBERADO;10445038;
;DA04;;10005750;PL AGAR MRSA 90MM C/10 PROBAC;0,000;0,000;0,000;PAC;114,17;0,00;0,000;0,000;ZROH;PD;022;0,0;999,0;;;7;3;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;111;111;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;359;
;DA04;;10005779;SOL PREENCH PH 860/865 348 3X3ML SIEMENS;0,000;0,000;0,000;FR;0,00;0,00;0,000;0,000;ZROH;ND;001;0,0;999,0;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;10311046;
